    time                      altitude                  longitude                 latitude                  mach                      alpha                     pMax                     duration                   dYC
    [s]                       [km]                      [deg]                     [deg]                     [-]                       [deg]                     [Pa]                     [s]                        [km]
   2675.6999999999998        40.131000000000000        253.47000000000000        22.696000000000002        9.2933000000000003        8.3314000000000004        48.289681522505433       0.99897679256718674        94.396464704450025     
   2710.8000000000002        40.034999999999997        254.40000000000001        23.024000000000001        9.0751000000000008        8.2148000000000003        49.723621015947906        1.0209895259305775        94.143892011419496     
   2741.8000000000002        40.000999999999998        255.19999999999999        23.306999999999999        8.8856000000000002        8.4835999999999991        49.787641008180472        1.0197116187833546        94.036909748485968     
   2767.0999999999999        39.942999999999998        255.84000000000000        23.533999999999999        8.7310999999999996        8.2528000000000006        51.153210039699424        1.0429976310764928        93.884034395463587     
   2785.5000000000000        39.759000000000000        256.31000000000000        23.696000000000002        8.6417999999999999        7.3617999999999997        53.041874642556415        1.0657540779636567        93.498612535757530     
   2796.0999999999999        39.465000000000003        256.56999999999999        23.788000000000000        8.6027000000000005        7.9353999999999996        54.262447335457061        1.0648987706908630        92.906279416215227     
   2798.5999999999999        39.386000000000003        256.63000000000000        23.809999999999999        8.5922999999999998        8.1580999999999992        54.217012455945806        1.0572978006365772        92.748328905586149     
   2804.9000000000001        39.180000000000000        256.79000000000002        23.864999999999998        8.5647000000000002        8.3152000000000008        54.914035930434686        1.0533809429696011        92.338568203546714     
   2819.4000000000001        38.750999999999998        257.14999999999998        23.989000000000001        8.4952000000000005        8.0446000000000009        57.696148162061512        1.0694597871581908        91.488118346270824     
   2841.4000000000001        38.182000000000002        257.68000000000001        24.175000000000001        8.3903999999999996        7.4604999999999997        60.832528882328745        1.0777300708625914        90.363451432670416     
   2869.8000000000002        37.514000000000003        258.36000000000001        24.408000000000001        8.2463999999999995        7.4912999999999998        64.654009737712002        1.0867394086263198        89.023278870377524     
   2903.0000000000000        37.213999999999999        259.13999999999999        24.673999999999999        8.0391999999999992        7.3928000000000003        67.281940111774588        1.1048057225599079        88.354659458473563     
   2939.5999999999999        37.292999999999999        259.98000000000002        24.954000000000001        7.8029000000000002        7.2927000000000000        68.028823843499410        1.1244188759356057        88.468290978249385     
   2977.5000000000000        37.009000000000000        260.81999999999999        25.231000000000002        7.5895999999999999        7.3205000000000000        69.244469033306189        1.1196174042528511        87.827671467754826     
   3015.0000000000000        36.343000000000004        261.63999999999999        25.489999999999998        7.3907999999999996        7.4116000000000000        74.688884100003179        1.1465795203888134        86.407270543887634     
   3050.0999999999999        35.869999999999997        262.38999999999999        25.721000000000000        7.1862000000000004        7.3135000000000003        73.404966813406617        1.0863358436165818        85.388484533977177     
   3081.0999999999999        35.655000000000001        263.02999999999997        25.916000000000000        6.9961000000000002        7.3430999999999997        72.623398584077719        1.0573309843413901        84.896869439538420     
   3106.4000000000001        35.496000000000002        263.54000000000002        26.070000000000000        6.8445999999999998        6.9889000000000001        67.852112909665323       0.97604719723709632        84.527611297647667     
   3124.8000000000002        35.170000000000002        263.91000000000003        26.178000000000001        6.7583000000000002        6.2511999999999999        59.487490136631564       0.83443888044023251        83.842448513749218     
   3135.3000000000002        34.780999999999999        264.11000000000001        26.239999999999998        6.7191000000000001        6.7996999999999996        67.813097813321903       0.92318527588910426        83.048596642163901     
   3137.8000000000002        34.677999999999997        264.16000000000003        26.254000000000001        6.7084000000000001        7.0388000000000002        71.380734560150458       0.96417683791948505        82.838664852489373     
